tipo_logradouro;logradouro;bairro;numero;complemento;loteamento
RUA;COSTA GUEDES;CENTRO;207;PAVIMENTO TERREO;
RUA;COSTA GUEDES;CENTRO;209;#NOME?;
RUA;COSTA GUEDES;CENTRO;197;;
RUA;COSTA GUEDES;CENTRO;197;A - PAV. SUPERIOR;
RUA;OLIVEIRA MAFRA;CENTRO;290;;
AV.;CAMILO SOARES;CENTRO;648;LOJA 01;
AV.;CAMILO SOARES;CENTRO;648;LOJA 02;
AV.;CAMILO SOARES;CENTRO;648;LOJA 03;
AV.;CAMILO SOARES;CENTRO;648;LOJA 04;
AV.;CAMILO SOARES;CENTRO;648;LOJA 05;
AV.;CAMILO SOARES;CENTRO;648;LOJA 06;
AV.;CAMILO SOARES;CENTRO;648;LOJA 07;
AV.;CAMILO SOARES;CENTRO;648;LOJA 08;
AV.;CAMILO SOARES;CENTRO;648;LOJA 09;
AV.;CAMILO SOARES;CENTRO;648;LOJA 10;
AV.;CAMILO SOARES;CENTRO;648;LOJA 11;
AV.;CAMILO SOARES;CENTRO;648;LOJA 12;
AV.;CAMILO SOARES;CENTRO;648;LOJA 13;
AV.;CAMILO SOARES;CENTRO;648;LOJA 14;
AV.;CAMILO SOARES;CENTRO;648;ANTIGO HOTEL AVENIDA;
RUA;DOUTOR VIOTTI;CENTRO;567;PALACE HOTEL;HOTEL
RUA;JOAO CARLOS;CENTRO;245;;
AV.;CAMILO SOARES;CENTRO;696;CB (LANCHONETE);
AV.;CAMILO SOARES;CENTRO;696;CA;
AV.;CAMILO SOARES;CENTRO;716;LOJA;
AV.;CAMILO SOARES;CENTRO;720;PAV SUP;
RUA;JOAO PINHEIRO;CENTRO;389;RESID ANDAR 2;
RUA;JOAO PINHEIRO;CENTRO;385;;
AV.;CAMILO SOARES;CENTRO;696;LOJA B MAJUR MODA;
AV.;CAMILO SOARES;CENTRO;696;#NOME?;
AV.;CAMILO SOARES;CENTRO;734;ANDAR 2;
AV.;CAMILO SOARES;CENTRO;722;;
AV.;CAMILO SOARES;CENTRO;722;PAVIM SUPERIOR;
AV.;CAMILO SOARES;CENTRO;742;;
AV.;CAMILO SOARES;CENTRO;748;;
AV.;CAMILO SOARES;CENTRO;760;HALL PORT SALAO;
AV.;CAMILO SOARES;CENTRO;772;LOJA 1;
AV.;CAMILO SOARES;CENTRO;756;LOJA 2;
AV.;CAMILO SOARES;CENTRO;760;AP 101;
AV.;CAMILO SOARES;CENTRO;760;AP 102;
AV.;CAMILO SOARES;CENTRO;760;AP 103;
AV.;CAMILO SOARES;CENTRO;760;AP 104;
AV.;CAMILO SOARES;CENTRO;760;AP 201;
AV.;CAMILO SOARES;CENTRO;760;AP 202;
AV.;CAMILO SOARES;CENTRO;760;AP 203;
AV.;CAMILO SOARES;CENTRO;760;AP 204;
AV.;CAMILO SOARES;CENTRO;760;AP 301;
AV.;CAMILO SOARES;CENTRO;760;AP 302;
AV.;CAMILO SOARES;CENTRO;760;APTO 303;
AV.;CAMILO SOARES;CENTRO;760;AP 304;
AV.;CAMILO SOARES;CENTRO;760;AP 401;
AV.;CAMILO SOARES;CENTRO;760;AP 402;
AV.;CAMILO SOARES;CENTRO;760;AP 403;
AV.;CAMILO SOARES;CENTRO;760;AP 404;
AV.;CAMILO SOARES;CENTRO;760;AP 501;
AV.;CAMILO SOARES;CENTRO;760;AP 502;
AV.;CAMILO SOARES;CENTRO;760;AP 503;
AV.;CAMILO SOARES;CENTRO;760;AP 504;
AV.;CAMILO SOARES;CENTRO;760;AP 601;
AV.;CAMILO SOARES;CENTRO;760;AP 602;
AV.;CAMILO SOARES;CENTRO;760;AP 603;
AV.;CAMILO SOARES;CENTRO;760;AP 604;
AV.;CAMILO SOARES;CENTRO;760;AP 701;
AV.;CAMILO SOARES;CENTRO;760;AP 702;
AV.;CAMILO SOARES;CENTRO;760;AP 703;
AV.;CAMILO SOARES;CENTRO;760;AP 704;
AV.;CAMILO SOARES;CENTRO;760;AP 801;
AV.;CAMILO SOARES;CENTRO;760;AP 802;
AV.;CAMILO SOARES;CENTRO;760;AP 803;
AV.;CAMILO SOARES;CENTRO;760;AP 804;
AV.;CAMILO SOARES;CENTRO;760;AP 901;
AV.;CAMILO SOARES;CENTRO;760;AP 902;
AV.;CAMILO SOARES;CENTRO;760;APT 903;
AV.;CAMILO SOARES;CENTRO;760;- AP 904;
AV.;CAMILO SOARES;CENTRO;760;AP 1001;
AV.;CAMILO SOARES;CENTRO;760;AP 1002;
AV.;CAMILO SOARES;CENTRO;760;AP1003;
AV.;CAMILO SOARES;CENTRO;760;AP1004;
AV.;CAMILO SOARES;CENTRO;760;AP 1101;
AV.;CAMILO SOARES;CENTRO;760;AP 1102;
RUA;MAJOR PENHA;CENTRO;238;ESCRIT;
RUA;MAJOR PENHA;CENTRO;234;DATIL;
RUA;MAJOR PENHA;CENTRO;230;BOUTIQ;
RUA;MAJOR PENHA;CENTRO;224;FUNDOS;
RUA;MAJOR PENHA;CENTRO;226;R SUP;
RUA;MAJOR PENHA;CENTRO;242;LOJA;
RUA;MAJOR PENHA;CENTRO;264;;
RUA;MAJOR PENHA;CENTRO;264;AP 101;
RUA;MAJOR PENHA;CENTRO;264;AP 102;
RUA;MAJOR PENHA;CENTRO;264;AP 103;
RUA;MAJOR PENHA;CENTRO;264;AP 104;
RUA;MAJOR PENHA;CENTRO;264;AP 201;
RUA;MAJOR PENHA;CENTRO;264;AP 202;
RUA;MAJOR PENHA;CENTRO;264;AP 203;
RUA;MAJOR PENHA;CENTRO;264;AP 204;
RUA;MAJOR PENHA;CENTRO;264;AP 205;
RUA;MAJOR PENHA;CENTRO;264;AP 206;
RUA;MAJOR PENHA;CENTRO;264;AP 207;
RUA;MAJOR PENHA;CENTRO;264;AP 208;
RUA;MAJOR PENHA;CENTRO;264;AP 209;
RUA;MAJOR PENHA;CENTRO;264;AP 210;
RUA;MAJOR PENHA;CENTRO;264;AP 211;
RUA;MAJOR PENHA;CENTRO;264;AP 212;
RUA;MAJOR PENHA;CENTRO;264;AP 213;
RUA;MAJOR PENHA;CENTRO;264;AP 214;
RUA;MAJOR PENHA;CENTRO;264;APTO 215;
RUA;MAJOR PENHA;CENTRO;264;AP 216;
RUA;MAJOR PENHA;CENTRO;264;AP 217;
RUA;MAJOR PENHA;CENTRO;264;AP 218;
RUA;MAJOR PENHA;CENTRO;264;AP 301;
RUA;MAJOR PENHA;CENTRO;264;AP 302;
RUA;MAJOR PENHA;CENTRO;264;AP 303;
RUA;MAJOR PENHA;CENTRO;264;AP 304;
RUA;MAJOR PENHA;CENTRO;264;AP 305;
RUA;MAJOR PENHA;CENTRO;264;AP 306;
RUA;MAJOR PENHA;CENTRO;264;AP 307;
RUA;MAJOR PENHA;CENTRO;264;AP 308;
RUA;MAJOR PENHA;CENTRO;264;AP 309;
RUA;MAJOR PENHA;CENTRO;264;AP 310;
RUA;MAJOR PENHA;CENTRO;264;AP 311;
RUA;MAJOR PENHA;CENTRO;290;;
RUA;MAJOR PENHA;CENTRO;308;RESIDENCIA;
RUA;DOUTOR VIOTTI;CENTRO;687;CASA ORIENTAL;
RUA;DOUTOR VIOTTI;CENTRO;683;BOUTIQUE;
RUA;DOUTOR VIOTTI;CENTRO;683;PAV 02 RESIDENCIA;
RUA;DOUTOR VIOTTI;CENTRO;669;LOJA;
RUA;DOUTOR VIOTTI;CENTRO;669;;
RUA;DOUTOR VIOTTI;CENTRO;659;BRADESCO;
RUA;DOUTOR VIOTTI;CENTRO;659;AP PAV SUPERIOR;
RUA;DOUTOR VIOTTI;CENTRO;659;AP 02 ANDAR 02;
RUA;DOUTOR VIOTTI;CENTRO;659;AP COBERTURA;
RUA;DOUTOR VIOTTI;CENTRO;657;;
RUA;DOUTOR VIOTTI;CENTRO;464;ESTAC PARTICULAR;
RUA;DOUTOR VIOTTI;CENTRO;625;TERREO;
TRV;ANAMELIA;CENTRO;2;PAV SUP;
TRV;ANAMELIA;CENTRO;3;TERREO;
TRV;ANAMELIA;CENTRO;4;TERREO;
TRV;ANAMELIA;CENTRO;6;TERREO;
TRV;ANAMELIA;CENTRO;7;PAV SUPERIOR;
TRV;ANAMELIA;CENTRO;8;;
TRV;ANAMELIA;CENTRO;9;;
TRV;ANAMELIA;CENTRO;10;PAV SUP;
TRV;ANAMELIA;CENTRO;11; APTO 11 PAV SUPERIOR;
TRV;ANAMELIA;CENTRO;12;;
TRV;ANAMELIA;CENTRO;5;;
RUA;JOAO PINHEIRO;CENTRO;443;PAV SUPERIOR;
RUA;JOAO PINHEIRO;CENTRO;441;;
RUA;JOAO PINHEIRO;CENTRO;445;P SUP;
RUA;JOAO PINHEIRO;CENTRO;447;LOJA;
RUA;JOAO PINHEIRO;CENTRO;455;TERREO;
RUA;JOAO PINHEIRO;CENTRO;459;PAV SUPERIOR;
RUA;JOAO PINHEIRO;CENTRO;461;PAV SUPERIOR;
RUA;JOAO PINHEIRO;CENTRO;463;TERREO;
RUA;JOAO PINHEIRO;CENTRO;471;CONSULTORIO;
RUA;JOAO PINHEIRO;CENTRO;473;;
RUA;JOAO PINHEIRO;CENTRO;475;AND 2;
RUA;JOAO PINHEIRO;CENTRO;479;;
RUA;JOAO PINHEIRO;CENTRO;447;A LOJA;
RUA;JOAO PINHEIRO;CENTRO;435;PAV SUPERIOR;
RUA;JOAO PINHEIRO;CENTRO;429;LOJA B;
RUA;JOAO PINHEIRO;CENTRO;429;#NOME?;
RUA;JOAO PINHEIRO;CENTRO;419;;
RUA;JOAO PINHEIRO;CENTRO;415;;
RUA;JOAO PINHEIRO;CENTRO;411;;
RUA;JOAO PINHEIRO;CENTRO;409;;
RUA;JOAO PINHEIRO;CENTRO;393;;
RUA;JOAO PINHEIRO;CENTRO;397;LOJA;
RUA;JOAO PINHEIRO;CENTRO;401;LOJA;
RUA;JOAO PINHEIRO;CENTRO;401; - A - CASA;
RUA;WENCESLAU BRAZ;CENTRO;204;((POUSADA AGUAS DE CAXAMBU));HOTEL
RUA;WENCESLAU BRAZ;CENTRO;16;;
RUA;WENCESLAU BRAZ;CENTRO;26;LOJA SMARPI;
RUA;WENCESLAU BRAZ;CENTRO;26;A PAV SUPERIOR;
RUA;WENCESLAU BRAZ;CENTRO;30;FRENTE;
RUA;WENCESLAU BRAZ;CENTRO;34;LOJA 02;
RUA;WENCESLAU BRAZ;CENTRO;40;AP 02;
RUA;WENCESLAU BRAZ;CENTRO;30;AP 01;
RUA;WENCESLAU BRAZ;CENTRO;32;LOJA 01;
RUA;WENCESLAU BRAZ;CENTRO;38;LOJA 04;
RUA;WENCESLAU BRAZ;CENTRO;36;LOJA 03;
RUA;WENCESLAU BRAZ;CENTRO;54;;
RUA;WENCESLAU BRAZ;CENTRO;66;;
RUA;WENCESLAU BRAZ;CENTRO;66;A RES PAV SUPER;
PÇA;ALFREDO PINTO;CENTRO;2;;
PÇA;ALFREDO PINTO;CENTRO;3;;
PÇA;ALFREDO PINTO;CENTRO;1;;
RUA;WENCESLAU BRAZ;CENTRO;66;RESIDENCIA TERREO A;
TRV;NOSSA SENHORA DOS REMEDIOS;CENTRO;91;CONSULT;
TRV;NOSSA SENHORA DOS REMEDIOS;CENTRO;101; - RESIDÊNCIA;
TRV;NOSSA SENHORA DOS REMEDIOS;CENTRO;87;FARMAC;
TRV;NOSSA SENHORA DOS REMEDIOS;CENTRO;75;LOJA;
TRV;NOSSA SENHORA DOS REMEDIOS;CENTRO;75;RES PAV SUPERIOR;
TRV;NOSSA SENHORA DOS REMEDIOS;CENTRO;63;;
TRV;NOSSA SENHORA DOS REMEDIOS;CENTRO;63;A;
TRV;NOSSA SENHORA DOS REMEDIOS;CENTRO;63;C LOJA;
TRV;NOSSA SENHORA DOS REMEDIOS;CENTRO;63;D;
TRV;NOSSA SENHORA DOS REMEDIOS;CENTRO;63;B;
TRV;NOSSA SENHORA DOS REMEDIOS;CENTRO;41;PAV SUP;
TRV;NOSSA SENHORA DOS REMEDIOS;CENTRO;41;-A-;
TRV;NOSSA SENHORA DOS REMEDIOS;CENTRO;35;A;
TRV;NOSSA SENHORA DOS REMEDIOS;CENTRO;57;;
TRV;NOSSA SENHORA DOS REMEDIOS;CENTRO;61;;
TRV;NOSSA SENHORA DOS REMEDIOS;CENTRO;57;A;
TRV;NOSSA SENHORA DOS REMEDIOS;CENTRO;35;A;
RUA;MAJOR PENHA;CENTRO;299;LOJA B;
RUA;MAJOR PENHA;CENTRO;299;LOJA A;
RUA;MAJOR PENHA;CENTRO;299;SALA 101;
RUA;MAJOR PENHA;CENTRO;299;SALA 102;
RUA;MAJOR PENHA;CENTRO;299;SALA 103;
RUA;MAJOR PENHA;CENTRO;299;SALA 104;
RUA;MAJOR PENHA;CENTRO;299;SALA 105;
RUA;MAJOR PENHA;CENTRO;299;SALA 106;
RUA;MAJOR PENHA;CENTRO;299;SALA 201 (Dra. MARIELLE COSTA NOBRE);
RUA;MAJOR PENHA;CENTRO;299;SALA 202;
RUA;MAJOR PENHA;CENTRO;299;SALA 203;
RUA;MAJOR PENHA;CENTRO;299;SALA 204;
RUA;MAJOR PENHA;CENTRO;299;SALA 205;
RUA;MAJOR PENHA;CENTRO;299;SALA 206;
RUA;MAJOR PENHA;CENTRO;299;SALA 301;
RUA;MAJOR PENHA;CENTRO;299;SALA 302;
RUA;MAJOR PENHA;CENTRO;299;SALA 303;
RUA;MAJOR PENHA;CENTRO;299;SALA 304;
RUA;MAJOR PENHA;CENTRO;299;SALA 305;
RUA;MAJOR PENHA;CENTRO;299;SALA 306;
RUA;MAJOR PENHA;CENTRO;299;SALA 401;
RUA;MAJOR PENHA;CENTRO;299;SALA 402;
RUA;MAJOR PENHA;CENTRO;299;SALA 403;
RUA;MAJOR PENHA;CENTRO;299;SALA 404;
RUA;MAJOR PENHA;CENTRO;299;SALA 405;
RUA;MAJOR PENHA;CENTRO;299;SALA 406;
RUA;MAJOR PENHA;CENTRO;299;SALA 501;
RUA;MAJOR PENHA;CENTRO;299;SALA 502;
RUA;MAJOR PENHA;CENTRO;299;SALA 503;PROT
RUA;MAJOR PENHA;CENTRO;299;SALA 504;
RUA;MAJOR PENHA;CENTRO;299;SL 505;
RUA;MAJOR PENHA;CENTRO;299;SALA 506;
RUA;MAJOR PENHA;CENTRO;299;SL 601;
RUA;MAJOR PENHA;CENTRO;299;SALA 602;
RUA;MAJOR PENHA;CENTRO;299;SALA 603;
RUA;MAJOR PENHA;CENTRO;299;SALA 604;
RUA;MAJOR PENHA;CENTRO;299;SALA 605 ;PROT
RUA;MAJOR PENHA;CENTRO;299;SALA 606;
RUA;MAJOR PENHA;CENTRO;281;AP 03;
RUA;MAJOR PENHA;CENTRO;281;AP 01 (MARCOS AUGUSTO);
RUA;MAJOR PENHA;CENTRO;281;AP 04;
RUA;MAJOR PENHA;CENTRO;281;AP 02 (ATRAS DA LOJA);
RUA;MAJOR PENHA;CENTRO;281;COMERCIO;
RUA;MAJOR PENHA;CENTRO;271;;
AV.;BARAO DO RIO BRANCO;CENTRO;37;HOTEL SANTANA;HOTEL
RUA;COSTA GUEDES;CENTRO;53;;
RUA;COSTA GUEDES;CENTRO;25;;
RUA;COSTA GUEDES;CENTRO;110;;
RUA;AMERICO DE MACEDO;CENTRO;110;A;
RUA;AMERICO DE MACEDO;CENTRO;120;;
RUA;AMERICO DE MACEDO;CENTRO;132;;
RUA;AMERICO DE MACEDO;CENTRO;119;;
RUA;PRINCESA ISABEL;CENTRO;68;;
RUA;PRINCESA ISABEL;CENTRO;46;;
RUA;PRINCESA ISABEL;CENTRO;30;FUNDOS;
RUA;PRINCESA ISABEL;CENTRO;30;;
RUA;PRINCESA ISABEL;CENTRO;16;;
RUA;PRINCESA ISABEL;CENTRO;10;;
RUA;JOAO PINHEIRO;CENTRO;28;;
RUA;JOAO PINHEIRO;CENTRO;14;;
RUA;JOSE CARLOS LEVENHAGEM MELLO;CENTRO;;ANTIGO MUSEU;
RUA;JOSE CARLOS LEVENHAGEM MELLO;CENTRO;;;
RUA;JOAO PINHEIRO;CENTRO;;;
TRV;JOAO PINHEIRO SERVIDAO;CENTRO;32;;
TRV;JOAO PINHEIRO SERVIDAO;CENTRO;94;;
TRV;WALDIR TREGELLAS;CENTRO;42;;
TRV;WALDIR TREGELLAS;CENTRO;68;;
TRV;WALDIR TREGELLAS;CENTRO;78;FUNDOS;
RUA;PRINCESA ISABEL;CENTRO;83;;
RUA;AMERICO DE MACEDO;CENTRO;85;;
RUA;AMERICO DE MACEDO;CENTRO;53;;
RUA;AMERICO DE MACEDO;CENTRO;53;;
RUA;AMERICO DE MACEDO;CENTRO;67;;
RUA;AMERICO DE MACEDO;CENTRO;33;;
RUA;AMERICO DE MACEDO;CENTRO;19;;
RUA;AMERICO DE MACEDO;CENTRO;21;;
RUA;AMERICO DE MACEDO;CENTRO;9;;
RUA;MONSENHOR JOAO DE DEUS;CENTRO;64;FUNDOS;
RUA;MONSENHOR JOAO DE DEUS;CENTRO;64;FUNDOS RESID 02;
RUA;MONSENHOR JOAO DE DEUS;CENTRO;64;FRENTE;
RUA;MONSENHOR JOAO DE DEUS;CENTRO;76;A;
RUA;MONSENHOR JOAO DE DEUS;CENTRO;76;B;
RUA;MONSENHOR JOAO DE DEUS;CENTRO;84;;
RUA;MONSENHOR JOAO DE DEUS;CENTRO;100;;
RUA;MONSENHOR JOAO DE DEUS;CENTRO;110;;
RUA;MONSENHOR JOAO DE DEUS;CENTRO;120;;
RUA;MONSENHOR JOAO DE DEUS;CENTRO;130;;
RUA;MONSENHOR JOAO DE DEUS;CENTRO;132;;
RUA;MONSENHOR JOAO DE DEUS;CENTRO;136;;
RUA;MONSENHOR JOAO DE DEUS;CENTRO;144;;
RUA;MONSENHOR JOAO DE DEUS;CENTRO;176;;
RUA;MONSENHOR JOAO DE DEUS;CENTRO;182;;
RUA;JOAO PINHEIRO;CENTRO;114;;
RUA;JOAO PINHEIRO;CENTRO;130;;HOTEL
RUA;CONSELHEIRO MAYRINK;CENTRO;237;LOJA;
RUA;JOAO CARLOS;CENTRO;21;LOJA 1;
RUA;JOAO CARLOS;CENTRO;21;LOJA 02;
RUA;JOAO CARLOS;CENTRO;35;LOJA 03;
RUA;JOAO CARLOS;CENTRO;43;CONSULTORIO;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 101 ;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 102;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 103;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;APTO 104;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 105;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 106 VAGA GAR. Nº. 09;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 107;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 108;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 109;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 110;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 111;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 112;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 113;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 114;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;- AP 115;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 116;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 201;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 202;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 203;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 204;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 205;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 206;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 207;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 208;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 209 MARIA MARGARIDA SANTOS ;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 210;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 211;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 212;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 213;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 214;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 215;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 216;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 301;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 302;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 303;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 304;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 305;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 306;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 307;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 308;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 309;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 310;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 311;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 312 e VAGA DE GARAG. Nº. 19;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 313;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 314;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 315;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 316;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 401;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 402;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 403;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 404;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;- AP 405;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 406;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 407;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 408;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 409;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 410;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 411;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 412;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 413;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 414;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;AP 415;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;APTO 416 COM VAGA Nº 12;
RUA;CONSELHEIRO MAYRINK;CENTRO;221;LJ 1 A;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;LJ 2 A;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;LJ 3 ;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;LJ 4 A;
RUA;CONSELHEIRO MAYRINK;CENTRO;221;LJ 5;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;LJ 6;
RUA;CONSELHEIRO MAYRINK;CENTRO;221;LJ 7;
RUA;CONSELHEIRO MAYRINK;CENTRO;221;LJ 8;
RUA;CONSELHEIRO MAYRINK;CENTRO;221;LJ 9;
RUA;CONSELHEIRO MAYRINK;CENTRO;221;LJ 10;
RUA;CONSELHEIRO MAYRINK;CENTRO;221;LJ 11;
RUA;CONSELHEIRO MAYRINK;CENTRO;221;LJ 12;
RUA;CONSELHEIRO MAYRINK;CENTRO;221;LJ 13;
RUA;CONSELHEIRO MAYRINK;CENTRO;217;S SOL 2;
RUA;CONSELHEIRO MAYRINK;CENTRO;;GARAG;
RUA;CONSELHEIRO MAYRINK;CENTRO;;;
RUA;CONSELHEIRO MAYRINK;CENTRO;171;;
RUA;CONSELHEIRO MAYRINK;CENTRO;139;;
RUA;TRES;CENTRO;;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;89;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;79;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;65;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;49;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;81;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;82;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;;;PARQUE DOS IPES
RUA;PAPA JOAO PAULO II;CENTRO;51; - TERREO;PARQUE DOS IPES
RUA;PAPA JOAO PAULO II;CENTRO;57; - PAV 02;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;60;- PAV 03;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;42;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;32;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;311;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;227;;PARQUE DOS IPES
RUA;PAPA JOAO PAULO II;CENTRO;;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;173;;PARQUE DOS IPES
RUA;TRES;CENTRO;26;;PARQUE DOS IPES
RUA;TRES;CENTRO;;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;;;PARQUE DOS IPES
PÇA;RAFLE RAFAEL;CENTRO;217;;PARQUE DOS IPES
RUA;PAPA JOAO PAULO II;CENTRO;;;PARQUE DOS IPES
RUA;PAPA JOAO PAULO II;CENTRO;;;PARQUE DOS IPES
RUA;PAPA JOAO PAULO II;CENTRO;;;PARQUE DOS IPES
RUA;PAPA JOAO PAULO II;CENTRO;169;;PARQUE DOS IPES
RUA;PAPA JOAO PAULO II;CENTRO;;;PARQUE DOS IPES
RUA;PAPA JOAO PAULO II;CENTRO;135;;PARQUE DOS IPES
RUA;PAPA JOAO PAULO II;CENTRO;;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;331;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;319;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;307;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;243;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;;;PARQUE DOS IPES
RUA;JOSE DE PAULA PEREIRA;CENTRO;;#NOME?;PARQUE DOS IPES
RUA;TRES;CENTRO;;;PARQUE DOS IPES
RUA;TRES;CENTRO;;PARQUE DOS IPES;PARQUE DOS IPES
RUA;TRES;CENTRO;;PARQUE DOS IPES;PARQUE DOS IPES
